Setp Count,Reward,Steps Time,Time to MaxSetp,Stress,Stress2
9900,0.14,198,198,99,7
283,0.00,6,6,3,83
3767,1.58,75,75,38,8
1483,0.19,30,30,15,3
7683,1.45,154,154,77,3
2650,1.28,53,53,27,6
1017,1.29,20,20,10,6
683,0.20,14,14,7,3
1317,0.19,26,26,13,50
3417,1.18,68,68,34,9
9900,0.24,198,198,99,8
416,1.20,8,8,4,4
5884,0.26,118,118,59,17
1833,1.19,37,37,18,9
9900,0.14,198,198,99,4
517,0.30,10,10,5,9
550,0.10,11,11,6,33
3716,0.28,74,74,37,5
1234,0.19,25,25,12,4
750,1.30,15,15,8,2
6450,0.36,129,129,65,17
450,0.30,9,9,5,5
4183,1.37,84,84,42,7
5717,0.37,114,114,57,6
966,0.39,19,19,10,17
9900,0.24,198,198,99,2
484,0.10,10,10,5,67
483,0.20,10,10,5,33
9900,0.24,198,198,99,17
750,1.30,15,15,8,9
283,1.20,6,6,3,5
767,0.20,15,15,8,33
783,0.30,16,16,8,17
8450,1.55,169,169,85,1
867,0.29,17,17,9,33
4783,0.17,96,96,48,5
1767,0.19,35,35,18,7
300,1.20,6,6,3,6
1367,1.19,27,27,14,3
9900,0.04,198,198,99,5
1216,0.29,24,24,12,17
9900,0.04,198,198,99,4
2484,1.39,50,50,25,3
1816,0.39,36,36,18,2
9900,0.24,198,198,99,33
9900,0.24,198,198,99,8
350,1.40,7,7,4,3
9900,0.54,198,198,99,5
7417,1.26,148,148,74,9
9233,1.54,185,185,92,2
9900,0.44,198,198,99,10
4234,1.37,85,85,42,9
9900,0.14,198,198,99,7
9900,0.04,198,198,99,4
9900,0.14,198,198,99,6
9900,0.44,198,198,99,9
1583,1.59,32,32,16,7
7067,1.56,141,141,71,5
1450,0.29,29,29,15,33
2116,1.29,42,42,21,10
3167,0.18,63,63,32,5
917,1.39,18,18,9,7
533,0.40,11,11,5,7
717,0.20,14,14,7,33
683,0.10,14,14,7,33
9900,0.04,198,198,99,7
2367,1.39,47,47,24,7
500,0.10,10,10,5,67
233,0.00,5,5,2,17
1050,0.49,21,21,11,3
217,1.20,4,4,2,5
416,0.00,8,8,4,17
1317,1.29,26,26,13,6
467,0.30,9,9,5,17
333,0.20,7,7,3,50
4600,1.17,92,92,46,3
8867,1.25,177,177,89,4
5733,1.57,115,115,57,5
2067,1.49,41,41,21,5
9900,0.04,198,198,99,17
783,1.30,16,16,8,2
700,0.20,14,14,7,50
9900,0.14,198,198,99,6
4383,0.07,88,88,44,3
1384,0.29,28,28,14,6
3450,1.28,69,69,35,6
9900,0.34,198,198,99,5
4800,1.27,96,96,48,10
650,0.20,13,13,7,33
8066,1.25,161,161,81,3
284,1.20,6,6,3,4
866,0.29,17,17,9,50
1167,1.39,23,23,12,9
5133,0.37,103,103,51,17
1000,0.19,20,20,10,1
5300,1.27,106,106,53,2
884,1.19,18,18,9,2
483,1.20,10,10,5,6
1150,1.29,23,23,12,4
9900,0.04,198,198,99,8
717,0.20,14,14,7,33
9900,0.34,198,198,99,6
9900,0.54,198,198,99,5
483,0.20,10,10,5,17
883,0.19,18,18,9,50
9900,0.34,198,198,99,10
9900,0.14,198,198,99,3
3484,1.38,70,70,35,8
883,0.39,18,18,9,1
583,0.10,12,12,6,4
1234,-0.01,25,25,12,33
3250,1.28,65,65,33,4
3633,0.48,73,73,36,5
2800,1.48,56,56,28,6
7350,1.36,147,147,74,3
2483,0.39,50,50,25,7
367,0.30,7,7,4,8
2150,1.49,43,43,22,3
817,0.20,16,16,8,50
9900,0.14,198,198,99,33
500,0.30,10,10,5,33
9900,0.14,198,198,99,17
266,0.00,5,5,3,67
5034,1.17,101,101,50,2
6150,0.16,123,123,62,2
333,0.30,7,7,3,4
4933,1.67,99,99,49,4
6034,1.36,121,121,60,4
9900,0.24,198,198,99,8
466,0.10,9,9,5,3
1600,1.29,32,32,16,2
517,0.20,10,10,5,50
4017,0.48,80,80,40,9
9900,0.04,198,198,99,3
9900,0.54,198,198,99,1
750,0.20,15,15,8,50
650,0.30,13,13,7,33
933,-0.01,19,19,9,17
550,0.20,11,11,6,9
583,0.20,12,12,6,33
500,0.20,10,10,5,33
2250,1.39,45,45,23,3
584,0.10,12,12,6,67
466,0.20,9,9,5,17
1617,1.29,32,32,16,6
9900,0.14,198,198,99,4
2267,1.29,45,45,23,1
9900,-0.06,198,198,99,2
4083,1.18,82,82,41,7
567,0.20,11,11,6,50
166,0.00,3,3,2,67
9900,0.24,198,198,99,2
9900,0.34,198,198,99,2
917,1.39,18,18,9,6
600,0.10,12,12,6,50
567,0.20,11,11,6,33
533,0.20,11,11,5,3
9900,0.04,198,198,99,4
9900,0.14,198,198,99,3
350,0.30,7,7,4,33
7917,-0.05,158,158,79,2
9900,0.24,198,198,99,9
983,0.19,20,20,10,33
7100,0.36,142,142,71,33
717,0.30,14,14,7,17
450,0.20,9,9,5,33
1066,0.29,21,21,11,17
917,0.29,18,18,9,9
667,1.20,13,13,7,3
2116,-0.01,42,42,21,17
3200,0.18,64,64,32,50
700,0.20,14,14,7,50
600,0.20,12,12,6,50
6634,1.66,133,133,66,10
9900,0.44,198,198,99,7
500,0.20,10,10,5,50
4550,1.27,91,91,46,3
5816,0.47,116,116,58,7
9900,0.44,198,198,99,4
9500,1.24,190,190,95,4
9250,1.24,185,185,93,9
4150,0.08,83,83,42,50
9900,0.24,198,198,99,8
8150,1.55,163,163,82,2
9900,0.24,198,198,99,17
3084,0.48,62,62,31,5
800,0.20,16,16,8,50
6416,0.16,128,128,64,2
9900,0.44,198,198,99,9
1800,1.39,36,36,18,2
9900,0.24,198,198,99,17
1634,0.39,33,33,16,17
883,1.39,18,18,9,8
350,0.10,7,7,4,33
3067,0.28,61,61,31,17
6883,1.36,138,138,69,8
1400,0.29,28,28,14,17
4233,0.57,85,85,42,4
6167,1.56,123,123,62,9
5867,1.36,117,117,59,4
9900,0.34,198,198,99,6
9900,0.04,198,198,99,9
9900,0.14,198,198,99,6
466,0.20,9,9,5,7
1200,0.09,24,24,12,50
2900,1.58,58,58,29,2
5850,1.26,117,117,59,10
9900,0.24,198,198,99,6
9900,0.14,198,198,99,7
1734,0.39,35,35,17,33
816,0.10,16,16,8,6
3100,0.28,62,62,31,2
884,0.29,18,18,9,33
9800,1.24,196,196,98,9
9900,0.04,198,198,99,4
683,0.20,14,14,7,33
9900,0.24,198,198,99,5
9900,0.14,198,198,99,2
2533,0.38,51,51,25,5
4167,0.17,83,83,42,17
383,0.10,8,8,4,33
5434,0.17,109,109,54,4
1100,0.19,22,22,11,50
1016,0.19,20,20,10,50
450,0.10,9,9,5,17
600,0.20,12,12,6,50
9900,0.54,198,198,99,8
500,0.20,10,10,5,9
9900,0.04,198,198,99,2
1367,1.19,27,27,14,7
4000,0.28,80,80,40,17
783,0.10,16,16,8,50
9900,-0.06,198,198,99,67
2067,0.09,41,41,21,33
1450,0.29,29,29,15,17
1183,0.19,24,24,12,3
2667,0.18,53,53,27,17
850,0.19,17,17,9,33
683,0.20,14,14,7,7
