Setp Count,Reward,Steps Time,Time to MaxSetp
9900,-0.06,198,198
2350,-0.01,47,47
317,0.10,6,6
4167,0.07,83,83
5933,0.16,119,119
917,-0.01,18,18
1000,0.09,20,20
600,0.20,12,12
1233,0.19,25,25
2300,0.19,46,46
1000,0.09,20,20
9900,0.24,198,198
1567,0.19,31,31
316,0.10,6,6
5234,0.07,105,105
350,0.20,7,7
9900,0.04,198,198
1683,0.19,34,34
8817,0.05,176,176
2250,1.29,45,45
1083,0.09,22,22
1450,0.29,29,29
9900,0.24,198,198
1183,0.09,24,24
584,1.30,12,12
416,0.00,8,8
1117,1.29,22,22
850,0.09,17,17
2383,0.19,48,48
9900,0.14,198,198
9900,0.04,198,198
800,0.10,16,16
700,0.20,14,14
9284,1.34,186,186
9900,0.24,198,198
7850,1.25,157,157
9900,0.14,198,198
9900,0.04,198,198
9900,0.04,198,198
733,0.20,15,15
1817,0.09,36,36
1583,1.29,32,32
9900,0.14,198,198
9900,0.14,198,198
9900,0.24,198,198
9900,0.24,198,198
9900,0.04,198,198
5400,0.17,108,108
5183,1.27,104,104
9900,0.34,198,198
8167,1.55,163,163
583,0.10,12,12
3750,1.48,75,75
567,0.30,11,11
6183,1.36,124,124
8134,1.45,163,163
9900,0.34,198,198
650,0.20,13,13
483,0.20,10,10
9900,0.44,198,198
8850,0.35,177,177
717,0.20,14,14
5483,1.37,110,110
9900,0.34,198,198
4767,1.37,95,95
3283,1.28,66,66
733,0.20,15,15
9900,0.44,198,198
9900,0.24,198,198
9900,0.34,198,198
9900,0.14,198,198
750,0.10,15,15
9900,0.34,198,198
484,0.20,10,10
9900,0.24,198,198
9900,0.24,198,198
4716,1.27,94,94
1217,1.29,24,24
9900,0.34,198,198
683,0.20,14,14
9900,0.14,198,198
9900,0.34,198,198
9900,0.14,198,198
9900,0.24,198,198
9900,0.24,198,198
9900,0.24,198,198
9900,0.04,198,198
9900,0.34,198,198
9900,0.24,198,198
5550,1.47,111,111
9900,0.04,198,198
9900,0.14,198,198
9900,0.34,198,198
9900,0.34,198,198
9900,0.14,198,198
9900,0.44,198,198
4884,1.27,98,98
9900,0.34,198,198
9900,0.24,198,198
766,0.20,15,15
9900,0.44,198,198
334,0.10,7,7
9900,0.14,198,198
1216,0.19,24,24
3967,1.28,79,79
9900,0.14,198,198
6217,1.36,124,124
9900,0.04,198,198
9900,0.34,198,198
5833,1.27,117,117
6283,1.36,126,126
9517,1.54,190,190
9900,0.14,198,198
9900,0.34,198,198
9900,0.14,198,198
567,0.10,11,11
8250,1.35,165,165
9900,0.34,198,198
9900,0.14,198,198
7950,1.35,159,159
9900,0.34,198,198
9900,0.24,198,198
1033,0.19,21,21
317,0.10,6,6
400,0.10,8,8
3133,1.38,63,63
7100,1.36,142,142
9900,0.24,198,198
717,1.50,14,14
616,0.20,12,12
684,0.40,14,14
9900,0.24,198,198
9900,0.24,198,198
816,1.40,16,16
784,0.20,16,16
516,0.10,10,10
8517,1.35,170,170
9900,0.24,198,198
533,0.10,11,11
384,0.10,8,8
9900,0.24,198,198
783,0.20,16,16
9900,0.04,198,198
1050,0.19,21,21
1550,-0.01,31,31
5833,1.47,117,117
1584,0.19,32,32
3233,1.38,65,65
3750,1.48,75,75
9900,0.24,198,198
7983,1.25,160,160
9900,0.14,198,198
9900,0.14,198,198
1100,0.29,22,22
2467,0.19,49,49
9900,0.04,198,198
467,0.10,9,9
9900,0.34,198,198
9900,0.24,198,198
9900,0.04,198,198
9900,0.04,198,198
9900,0.34,198,198
9900,0.04,198,198
9900,0.04,198,198
9900,0.24,198,198
9900,0.34,198,198
9900,0.14,198,198
9900,0.14,198,198
400,0.10,8,8
9900,0.04,198,198
9900,0.44,198,198
483,0.10,10,10
9900,-0.06,198,198
9900,0.14,198,198
4733,0.07,95,95
1950,0.19,39,39
9900,0.24,198,198
284,0.10,6,6
1950,0.19,39,39
616,0.20,12,12
6834,1.36,137,137
9900,0.44,198,198
7533,1.55,151,151
2117,1.29,42,42
8716,0.45,174,174
7934,1.25,159,159
9900,0.24,198,198
1733,0.29,35,35
9900,0.14,198,198
8817,1.35,176,176
9900,0.14,198,198
9900,0.04,198,198
316,0.10,6,6
9900,0.14,198,198
9900,0.34,198,198
9900,0.34,198,198
450,0.30,9,9
9900,0.14,198,198
9900,0.24,198,198
9900,0.04,198,198
6100,1.56,122,122
9900,0.14,198,198
634,0.30,13,13
400,0.10,8,8
9900,0.34,198,198
416,0.20,8,8
9900,0.14,198,198
3067,0.18,61,61
1017,0.19,20,20
9900,0.24,198,198
6033,1.46,121,121
9900,0.24,198,198
9900,0.14,198,198
1283,0.49,26,26
9900,0.34,198,198
9900,0.14,198,198
9900,0.14,198,198
1550,1.39,31,31
9900,0.34,198,198
4000,1.28,80,80
750,0.30,15,15
9900,0.34,198,198
750,0.20,15,15
9900,0.34,198,198
9900,0.14,198,198
5584,1.47,112,112
4983,0.07,100,100
400,0.20,8,8
8333,0.35,167,167
9900,0.24,198,198
9900,0.04,198,198
9900,0.14,198,198
234,0.20,5,5
9900,0.34,198,198
5850,1.56,117,117
9900,0.44,198,198
950,0.19,19,19
750,0.20,15,15
9900,0.14,198,198
9900,0.04,198,198
950,0.29,19,19
216,1.30,4,4
850,1.29,17,17
6000,1.36,120,120
9900,0.14,198,198
5800,1.27,116,116
9900,0.14,198,198
1967,1.49,39,39
9900,0.04,198,198
2350,1.29,47,47
5233,1.47,105,105
6984,1.46,140,140
5450,1.37,109,109
9266,1.44,185,185
5050,1.27,101,101
284,0.10,6,6
9300,1.24,186,186
5400,1.57,108,108
9900,0.34,198,198
9900,0.24,198,198
9900,0.14,198,198
9900,0.24,198,198
9900,0.14,198,198
9900,0.04,198,198
8283,1.35,166,166
317,0.30,6,6
9900,0.04,198,198
9900,0.14,198,198
9900,0.24,198,198
666,0.10,13,13
317,0.10,6,6
9900,0.04,198,198
9900,0.04,198,198
550,0.20,11,11
417,0.20,8,8
233,0.20,5,5
9900,0.24,198,198
9900,0.34,198,198
9900,0.04,198,198
9900,0.24,198,198
9900,0.04,198,198
450,0.20,9,9
9900,0.34,198,198
9900,0.24,198,198
5817,1.37,116,116
9900,0.14,198,198
500,0.20,10,10
9900,0.14,198,198
9900,0.14,198,198
6583,1.46,132,132
9900,0.14,198,198
6617,1.46,132,132
1866,-0.01,37,37
567,0.10,11,11
9900,0.14,198,198
9900,0.24,198,198
400,0.10,8,8
483,0.20,10,10
600,1.30,12,12
9900,0.44,198,198
750,0.10,15,15
6634,1.26,133,133
8383,1.25,168,168
9900,0.24,198,198
9900,0.44,198,198
2333,1.29,47,47
584,0.00,12,12
650,0.20,13,13
9900,0.24,198,198
9600,1.44,192,192
533,0.20,11,11
700,0.30,14,14
4017,1.28,80,80
4416,1.27,88,88
9900,0.34,198,198
9900,0.24,198,198
534,0.10,11,11
9900,0.24,198,198
9900,0.24,198,198
2916,1.48,58,58
317,0.10,6,6
600,0.10,12,12
9900,0.24,198,198
833,1.30,17,17
1200,0.19,24,24
4350,1.47,87,87
9434,1.34,189,189
9250,1.24,185,185
833,0.30,17,17
9050,1.25,181,181
417,0.20,8,8
1283,1.49,26,26
6017,1.36,120,120
8933,1.35,179,179
7517,1.55,150,150
4800,1.27,96,96
9900,0.14,198,198
716,0.30,14,14
3850,1.38,77,77
1250,1.39,25,25
9900,0.24,198,198
9900,0.04,198,198
9900,0.24,198,198
600,0.10,12,12
450,0.20,9,9
334,0.10,7,7
6283,1.26,126,126
1750,1.29,35,35
9900,0.14,198,198
9900,0.44,198,198
8917,1.25,178,178
433,0.30,9,9
2167,1.29,43,43
950,1.29,19,19
3833,0.08,77,77
2650,1.38,53,53
250,0.20,5,5
483,0.20,10,10
734,0.10,15,15
400,0.10,8,8
9900,0.14,198,198
9900,0.24,198,198
616,0.20,12,12
9900,0.34,198,198
650,0.20,13,13
8800,1.45,176,176
9900,0.34,198,198
6417,1.36,128,128
1617,1.39,32,32
9900,0.24,198,198
9900,0.44,198,198
2433,1.29,49,49
9900,0.34,198,198
9150,1.25,183,183
8850,1.45,177,177
9900,0.14,198,198
7133,1.26,143,143
9900,0.04,198,198
3584,1.38,72,72
9900,0.44,198,198
666,0.20,13,13
8267,1.25,165,165
267,0.20,5,5
333,0.20,7,7
4883,1.27,98,98
9900,0.34,198,198
9900,0.44,198,198
7584,0.15,152,152
566,0.20,11,11
1717,0.29,34,34
367,0.10,7,7
9900,0.34,198,198
3133,0.08,63,63
9900,0.24,198,198
717,0.10,14,14
9900,0.24,198,198
3033,0.38,61,61
400,0.20,8,8
2200,1.29,44,44
9900,0.24,198,198
567,0.30,11,11
6250,1.36,125,125
400,0.10,8,8
7616,1.55,152,152
9900,0.04,198,198
2467,0.09,49,49
567,0.20,11,11
5016,1.47,100,100
9900,0.34,198,198
6084,1.46,122,122
9900,0.04,198,198
9900,0.44,198,198
283,0.20,6,6
617,0.20,12,12
7450,0.36,149,149
816,0.20,16,16
1167,1.29,23,23
1167,1.29,23,23
9900,0.04,198,198
9900,0.34,198,198
716,1.30,14,14
484,1.30,10,10
1450,0.19,29,29
1000,1.29,20,20
9900,0.14,198,198
250,0.20,5,5
9700,1.44,194,194
2966,1.28,59,59
3450,1.48,69,69
9900,0.14,198,198
7684,0.35,154,154
9900,0.14,198,198
550,0.20,11,11
633,1.40,13,13
9900,0.24,198,198
9900,0.04,198,198
9900,0.04,198,198
9900,0.04,198,198
9900,0.24,198,198
9900,0.14,198,198
3000,1.28,60,60
9900,0.04,198,198
1933,1.39,39,39
9900,0.34,198,198
384,0.20,8,8
9900,0.24,198,198
716,0.20,14,14
1600,1.49,32,32
9900,-0.06,198,198
9900,0.04,198,198
334,0.10,7,7
233,0.10,5,5
9900,0.04,198,198
9900,0.14,198,198
9900,0.34,198,198
9900,0.04,198,198
9900,0.14,198,198
9900,0.14,198,198
9900,0.14,198,198
9900,0.24,198,198
9900,0.04,198,198
9900,0.24,198,198
9900,-0.06,198,198
9900,0.24,198,198
9900,0.14,198,198
9900,0.34,198,198
9900,0.24,198,198
4600,1.57,92,92
933,1.39,19,19
9900,0.04,198,198
9900,0.34,198,198
2517,1.58,50,50
9900,0.14,198,198
367,0.10,7,7
9900,0.24,198,198
9900,-0.06,198,198
9900,0.44,198,198
9900,0.34,198,198
6633,1.46,133,133
9900,0.24,198,198
2067,1.59,41,41
2100,1.29,42,42
816,0.20,16,16
217,0.30,4,4
9900,0.34,198,198
9900,-0.06,198,198
1433,0.19,29,29
2450,1.29,49,49
9900,0.34,198,198
550,0.20,11,11
9900,0.24,198,198
7667,0.45,153,153
9900,0.34,198,198
767,1.40,15,15
9900,0.14,198,198
9900,0.24,198,198
950,0.29,19,19
9900,0.14,198,198
366,0.20,7,7
550,0.20,11,11
9900,0.14,198,198
5834,0.16,117,117
3383,0.28,68,68
9900,0.24,198,198
9900,0.24,198,198
550,0.20,11,11
9900,0.14,198,198
1000,1.29,20,20
9900,0.44,198,198
9900,0.04,198,198
983,0.29,20,20
9900,0.24,198,198
9900,0.04,198,198
684,1.30,14,14
2883,1.28,58,58
9900,0.14,198,198
450,0.20,9,9
9900,0.14,198,198
9900,0.14,198,198
9900,0.14,198,198
9900,0.14,198,198
9900,0.24,198,198
1133,0.19,23,23
534,0.10,11,11
9900,0.24,198,198
483,0.30,10,10
9900,0.14,198,198
9900,0.04,198,198
9900,0.24,198,198
583,0.20,12,12
1184,1.39,24,24
516,0.10,10,10
9900,0.14,198,198
9900,0.34,198,198
734,1.40,15,15
9900,0.24,198,198
6900,0.26,138,138
9900,0.14,198,198
9900,0.24,198,198
1633,0.19,33,33
9900,0.04,198,198
4250,1.57,85,85
9900,0.24,198,198
1300,0.19,26,26
9900,0.14,198,198
9900,0.14,198,198
9900,0.14,198,198
7200,1.36,144,144
9900,-0.06,198,198
233,0.10,5,5
7834,1.35,157,157
9900,0.24,198,198
366,0.20,7,7
1117,1.29,22,22
417,0.10,8,8
9900,0.14,198,198
583,0.10,12,12
9900,0.34,198,198
5017,0.37,100,100
683,1.40,14,14
2833,1.38,57,57
9900,0.14,198,198
800,0.30,16,16
534,0.20,11,11
9900,0.34,198,198
9900,0.14,198,198
9900,0.04,198,198
9900,0.14,198,198
9900,0.24,198,198
9900,0.04,198,198
9900,0.24,198,198
9900,0.24,198,198
3133,1.28,63,63
9900,0.24,198,198
9900,0.24,198,198
9900,0.24,198,198
567,0.20,11,11
9900,0.24,198,198
9900,-0.06,198,198
9900,0.44,198,198
3033,1.48,61,61
9900,0.14,198,198
9900,0.24,198,198
9900,0.14,198,198
9900,0.04,198,198
9900,0.14,198,198
9900,0.14,198,198
9900,0.14,198,198
9900,0.14,198,198
600,0.10,12,12
9900,0.14,198,198
8700,1.35,174,174
9900,0.14,198,198
9900,0.14,198,198
5400,0.17,108,108
9900,0.34,198,198
9900,0.24,198,198
9900,0.14,198,198
9900,0.24,198,198
3733,0.18,75,75
934,1.49,19,19
9900,0.24,198,198
616,0.30,12,12
9900,0.44,198,198
9900,0.14,198,198
617,0.30,12,12
9900,0.14,198,198
2133,0.29,43,43
9900,-0.06,198,198
634,0.20,13,13
9900,0.24,198,198
9900,0.04,198,198
9900,0.24,198,198
500,0.20,10,10
9900,0.14,198,198
9900,0.14,198,198
883,1.39,18,18
367,1.30,7,7
9900,0.14,198,198
9900,0.24,198,198
350,1.40,7,7
9900,0.14,198,198
9900,0.14,198,198
9900,0.34,198,198
9900,-0.06,198,198
9900,0.04,198,198
9900,-0.06,198,198
9900,0.34,198,198
9900,0.34,198,198
633,0.20,13,13
1033,0.19,21,21
434,0.20,9,9
9900,0.24,198,198
9900,0.14,198,198
9900,0.14,198,198
516,0.20,10,10
1034,0.29,21,21
9900,0.34,198,198
9900,0.04,198,198
9900,0.24,198,198
9900,0.24,198,198
683,0.20,14,14
9900,0.14,198,198
367,0.20,7,7
683,0.30,14,14
9900,0.34,198,198
9900,0.24,198,198
1917,1.29,38,38
9900,0.04,198,198
583,0.20,12,12
9900,0.14,198,198
9900,0.24,198,198
867,1.49,17,17
216,0.00,4,4
9900,0.44,198,198
9900,0.34,198,198
9900,0.04,198,198
484,0.00,10,10
483,1.30,10,10
5783,1.37,116,116
684,0.30,14,14
9900,0.14,198,198
9900,-0.06,198,198
3033,1.28,61,61
1600,0.29,32,32
6900,1.56,138,138
9900,0.24,198,198
9900,0.24,198,198
517,0.10,10,10
9900,0.14,198,198
9900,0.24,198,198
2300,0.39,46,46
9900,0.14,198,198
533,1.30,11,11
250,0.00,5,5
967,0.19,19,19
9900,0.24,198,198
9900,0.24,198,198
9900,0.14,198,198
650,0.20,13,13
9900,0.24,198,198
9900,0.24,198,198
9900,0.24,198,198
416,0.30,8,8
7517,1.45,150,150
817,1.40,16,16
666,0.20,13,13
584,0.20,12,12
9900,0.04,198,198
550,0.20,11,11
1833,0.39,37,37
9900,0.04,198,198
9650,1.34,193,193
9900,0.24,198,198
9900,0.44,198,198
1767,1.39,35,35
9900,0.04,198,198
9900,0.34,198,198
3933,0.08,79,79
3800,1.58,76,76
9900,0.44,198,198
683,0.10,14,14
9900,0.44,198,198
467,0.20,9,9
233,0.30,5,5
9900,0.34,198,198
7534,1.35,151,151
9900,0.04,198,198
9900,0.24,198,198
2266,0.19,45,45
8600,1.45,172,172
3434,1.58,69,69
666,0.30,13,13
9900,0.14,198,198
634,0.20,13,13
9900,0.24,198,198
9900,0.24,198,198
8550,1.35,171,171
5266,1.37,105,105
8300,1.55,166,166
4000,1.28,80,80
2084,1.49,42,42
9900,0.24,198,198
6350,1.26,127,127
533,0.20,11,11
5800,1.37,116,116
9900,0.14,198,198
417,0.10,8,8
6416,1.26,128,128
9900,0.14,198,198
467,0.10,9,9
1383,1.39,28,28
9167,1.35,183,183
167,0.20,3,3
9900,0.24,198,198
450,0.20,9,9
9900,0.04,198,198
566,0.20,11,11
1850,1.29,37,37
484,0.20,10,10
1250,1.29,25,25
600,0.20,12,12
9900,0.14,198,198
716,0.30,14,14
634,0.20,13,13
9900,0.14,198,198
9900,0.24,198,198
9900,0.34,198,198
1333,0.29,27,27
9900,0.24,198,198
9217,1.24,184,184
9900,0.34,198,198
9900,0.14,198,198
9900,0.14,198,198
4566,1.27,91,91
9900,0.24,198,198
3084,0.18,62,62
566,0.20,11,11
4934,1.27,99,99
7500,1.25,150,150
583,0.20,12,12
9900,0.24,198,198
5350,1.57,107,107
3000,1.48,60,60
6033,0.26,121,121
267,0.20,5,5
600,0.20,12,12
