Setp Count,Reward,Steps Time,Time to MaxSetp
6183,1.362903,123.668,123.668
9500,0.3430063,190,190
9500,0.1429993,190,190
9500,0.1429991,190,190
9500,0.1429991,190,190
9500,0.1429992,190,190
9500,0.3430069,190,190
8667,0.3480003,173.332,173.332
9500,0.2430019,190,190
9500,0.3430073,190,190
1533,1.2908,30.66797,30.66797
9500,0.1429991,190,190
3700,1.377802,74,74
9500,0.3430069,190,190
433,0.1974,8.667969,8.667969
9500,0.3430071,190,190
9500,0.1429991,190,190
9500,0.3430074,190,190
2934,1.2824,58.66406,58.66406
9500,0.3430061,190,190
1016,0.2939002,20.33594,20.33594
2517,1.484901,50.33203,50.33203
633,0.2962003,12.66797,12.66797
9500,0.2430007,190,190
9500,0.2430047,190,190
9500,0.1429991,190,190
4450,1.2733,89,89
7484,1.255099,149.6641,149.6641
9500,0.3430017,190,190
9500,0.3430067,190,190
3783,1.377302,75.66797,75.66797
9500,0.142999,190,190
1000,0.2940001,20,20
9500,0.2430056,190,190
667,0.196,13.33203,13.33203
9500,0.1429991,190,190
4400,1.473603,88,88
9500,0.3430068,190,190
516,0.09689996,10.33594,10.33594
9500,0.2430056,190,190
4150,1.375102,83,83
534,0.1968,10.66406,10.66406
9500,0.2430062,190,190
9500,0.1429991,190,190
5216,1.2687,104.3359,104.3359
434,0.1974,8.664063,8.664063
6750,1.459505,135,135
6416,1.461501,128.3359,128.3359
367,0.1978,7.332031,7.332031
2317,1.2861,46.33203,46.33203
7450,1.555305,149,149
9416,1.343501,188.3359,188.3359
9500,0.04299912,190,190
9500,0.1429991,190,190
450,0.1973,9,9
9500,0.2430059,190,190
9500,0.1429991,190,190
9500,0.1429991,190,190
9500,0.2430044,190,190
9500,0.1429991,190,190
9500,0.3430054,190,190
9500,0.2430029,190,190
9500,0.1429991,190,190
684,0.1958999,13.66406,13.66406
400,0.1976,8,8
9500,0.4430071,190,190
5916,1.2645,118.3359,118.3359
9500,0.1429991,190,190
334,0.198,6.664063,6.664063
9500,0.1429991,190,190
9500,0.2430045,190,190
716,0.2957002,14.33594,14.33594
384,0.1977,7.664063,7.664063
9500,0.142999,190,190
666,0.196,13.33594,13.33594
9500,0.2430049,190,190
9500,0.2430024,190,190
384,1.2977,7.664063,7.664063
9500,0.1429991,190,190
8850,1.446906,177,177
800,1.2952,16,16
9500,0.1429991,190,190
9500,0.2430033,190,190
1200,-0.007199995,24,24
500,0.09699998,10,10
416,-0.0025,8.335938,8.335938
7600,1.254399,152,152
9500,0.1429991,190,190
434,0.1974,8.664063,8.664063
9500,0.1429991,190,190
9500,0.04299907,190,190
566,0.2966002,11.33594,11.33594
9500,0.3430074,190,190
9500,0.04299913,190,190
350,0.2979001,7,7
9500,0.3430069,190,190
9500,0.1429991,190,190
9500,0.142999,190,190
634,0.09619996,12.66406,12.66406
1033,0.2938,20.67188,20.67188
583,0.1965,11.66406,11.66406
9500,0.2430015,190,190
217,0.09869998,4.335938,4.335938
9500,0.04299925,190,190
633,0.1962,12.66406,12.66406
700,0.09579995,14,14
9500,0.04299904,190,190
784,0.1952999,15.66406,15.66406
200,0.09879998,4,4
600,0.2964002,12,12
9500,0.343007,190,190
6850,0.2588993,137,137
9500,0.1429991,190,190
9500,0.1429991,190,190
9500,0.2430047,190,190
9500,0.1429991,190,190
1916,1.2885,38.33594,38.33594
3484,1.2791,69.66406,69.66406
4966,1.470203,99.33594,99.33594
9500,0.1429991,190,190
400,0.1976,8,8
9500,0.1429991,190,190
9500,0.1429991,190,190
8234,0.550606,164.6641,164.6641
9500,0.3430072,190,190
633,0.1962,12.67188,12.67188
9500,0.2430029,190,190
9500,0.3430068,190,190
9500,0.3430067,190,190
9350,1.243899,187,187
6567,1.360605,131.3281,131.3281
1583,1.490501,31.67188,31.67188
850,1.2949,17,17
1233,1.2926,24.66406,24.66406
9500,-0.05700039,190,190
9500,0.1429991,190,190
9500,0.4430072,190,190
9500,0.4430069,190,190
9500,0.142999,190,190
9500,0.04299906,190,190
817,0.2951004,16.33594,16.33594
9500,0.1429991,190,190
9500,0.1429991,190,190
1400,0.1915999,28,28
9500,0.04299904,190,190
1017,0.3939005,20.32813,20.32813
9500,0.04299904,190,190
4250,0.2745,85,85
9500,0.04299907,190,190
5050,0.3697039,101,101
9500,0.1429991,190,190
9500,0.04299907,190,190
616,0.1962999,12.33594,12.33594
9500,0.04299934,190,190
9500,0.04299949,190,190
9500,0.1429991,190,190
9500,0.04299927,190,190
9500,0.04299905,190,190
3584,0.2785009,71.66406,71.66406
9500,0.04299908,190,190
9500,0.1429991,190,190
9500,0.1429991,190,190
9500,0.04299907,190,190
9500,0.1429991,190,190
9500,0.04299961,190,190
9500,0.1429991,190,190
9500,0.1429993,190,190
9500,0.2430059,190,190
9500,-0.05700039,190,190
9500,0.242999,190,190
9500,-0.05700039,190,190
9500,0.2430004,190,190
9500,0.1429991,190,190
9500,0.2430049,190,190
9500,0.1429991,190,190
9500,0.2430057,190,190
9500,0.1429991,190,190
1416,1.491501,28.33594,28.33594
9500,0.1429991,190,190
9500,0.2430017,190,190
4834,1.271,96.66406,96.66406
9500,-0.05700039,190,190
9500,-0.05700039,190,190
9500,-0.05700039,190,190
200,1.2988,4,4
9500,0.2430042,190,190
9500,0.2430062,190,190
133,0.1992,2.671875,2.671875
9500,0.04299907,190,190
9500,0.2430044,190,190
9500,0.04299904,190,190
9500,0.04299909,190,190
9500,0.2429993,190,190
9500,0.3430054,190,190
367,0.1978,7.328125,7.328125
9500,0.3430073,190,190
9500,0.142999,190,190
9500,0.1429991,190,190
466,0.1972,9.335938,9.335938
634,0.1962,12.66406,12.66406
9500,0.2429992,190,190
1150,1.2931,23,23
9500,0.1429991,190,190
483,0.1971,9.671875,9.671875
9500,-0.05700039,190,190
9500,0.2430062,190,190
600,0.2964002,12,12
2367,1.385802,47.32813,47.32813
9500,0.2430064,190,190
983,1.5941,19.67188,19.67188
350,0.1979,7,7
9500,0.1429991,190,190
500,0.197,10,10
9500,0.243004,190,190
2767,0.1834,55.32813,55.32813
9500,0.1429991,190,190
6283,1.562304,125.6719,125.6719
5817,1.465103,116.3281,116.3281
9500,0.1429991,190,190
883,0.09469996,17.67188,17.67188
1500,0.3910006,30,30
9500,0.1429991,190,190
2267,1.486401,45.32813,45.32813
8933,1.446406,178.6719,178.6719
9200,1.244799,184,184
9500,0.2430007,190,190
9500,0.4430068,190,190
9500,0.1429991,190,190
9500,0.04299908,190,190
9500,0.2430062,190,190
9500,0.2430024,190,190
4000,1.376001,80,80
9500,0.04299932,190,190
9500,0.2430014,190,190
9500,0.2430046,190,190
9500,0.04299907,190,190
9500,0.3430072,190,190
9500,0.4430071,190,190
9500,0.2430018,190,190
9500,0.1429991,190,190
283,0.1983,5.664063,5.664063
9500,0.2430023,190,190
9500,0.2430014,190,190
2284,0.2863003,45.66406,45.66406
9500,0.1429991,190,190
9500,0.2430059,190,190
9500,0.1429991,190,190
9500,0.1429991,190,190
616,0.09629995,12.33594,12.33594
8200,1.250799,164,164
9500,0.1429991,190,190
9500,0.04299904,190,190
9500,0.2430016,190,190
5684,1.365901,113.6641,113.6641
9500,0.2430028,190,190
9500,0.142999,190,190
9500,0.04299908,190,190
9500,0.04299904,190,190
9500,0.2430017,190,190
9500,-0.05700039,190,190
9500,0.1429996,190,190
9500,0.1429991,190,190
9500,0.1429991,190,190
9500,0.1429991,190,190
9500,0.04299913,190,190
9500,-0.05700039,190,190
9500,0.4430073,190,190
883,0.1946999,17.67188,17.67188
9500,0.142999,190,190
9500,0.2430047,190,190
9500,0.2430061,190,190
9500,0.343005,190,190
750,1.2955,15,15
9500,0.2430061,190,190
9500,0.04299961,190,190
5200,1.2688,104,104
4900,1.470602,98,98
9500,0.1429995,190,190
4033,0.1757999,80.66406,80.66406
9500,0.1429996,190,190
1134,0.1931999,22.66406,22.66406
750,1.3955,15,15
6750,1.259499,135,135
3816,1.3771,76.33594,76.33594
4367,1.2738,87.33594,87.33594
9500,0.3430067,190,190
933,0.1944,18.66406,18.66406
200,0.1988,4,4
4167,1.275,83.33594,83.33594
9500,0.2430005,190,190
9500,0.4430058,190,190
9500,0.4430066,190,190
9500,0.2430055,190,190
9500,0.242999,190,190
9500,0.4430071,190,190
9500,0.2429992,190,190
583,0.1964999,11.66406,11.66406
1100,1.493401,22,22
9500,0.1429991,190,190
3434,0.3794002,68.66406,68.66406
733,0.1955999,14.67188,14.67188
2817,1.383101,56.32813,56.32813
8916,1.446503,178.3359,178.3359
9500,0.3430071,190,190
9500,0.1429991,190,190
9500,0.4430073,190,190
717,0.09569997,14.33594,14.33594
9500,0.3430066,190,190
6650,1.3601,133,133
9500,0.2430017,190,190
633,0.2962001,12.66406,12.66406
5684,1.465903,113.6641,113.6641
9500,0.3430066,190,190
9500,0.04299961,190,190
950,0.09429995,19,19
6933,1.458404,138.6719,138.6719
9500,0.4430073,190,190
4750,1.471503,95,95
667,0.09599995,13.32813,13.32813
2633,0.3842009,52.67188,52.67188
5317,1.468102,106.3281,106.3281
1416,0.2915004,28.33594,28.33594
617,0.1963,12.33594,12.33594
9500,0.3430065,190,190
8383,1.549704,167.6641,167.6641
9500,0.2430058,190,190
1684,1.389901,33.66406,33.66406
1133,0.09319992,22.67188,22.67188
9500,0.1429991,190,190
9500,0.2430007,190,190
9500,0.4430068,190,190
9500,0.1429992,190,190
433,0.09739997,8.664063,8.664063
4284,1.374303,85.66406,85.66406
7816,1.353101,156.3359,156.3359
484,0.1971,9.664063,9.664063
8916,1.346506,178.3359,178.3359
9500,0.2430027,190,190
9500,0.2430004,190,190
9500,0.3430034,190,190
8784,1.547306,175.6641,175.6641
9500,0.1429996,190,190
9500,0.4430035,190,190
1566,1.490601,31.33594,31.33594
