Setp Count,Reward,Steps Time,Time to MaxSetp,Stress,Stress2
3183,1.28,64,64,32,0
9900,0.44,198,198,99,0
2350,1.29,47,47,24,0
1234,0.19,25,25,12,25
9900,0.24,198,198,99,0
3750,1.38,75,75,38,0
9900,0.04,198,198,99,0
3900,1.38,78,78,39,0
2150,1.39,43,43,22,0
766,1.40,15,15,8,0
9900,0.14,198,198,99,0
7984,1.45,160,160,80,0
6883,1.46,138,138,69,0
450,0.20,9,9,5,0
9900,0.24,198,198,99,0
1717,1.29,34,34,17,0
1283,1.39,26,26,13,0
9900,0.04,198,198,99,0
700,0.20,14,14,7,25
3183,1.48,64,64,32,0
9900,0.24,198,198,99,0
9484,1.34,190,190,95,0
9900,0.34,198,198,99,0
766,0.30,15,15,8,0
3017,0.18,60,60,30,0
9900,0.34,198,198,99,0
4217,0.07,84,84,42,0
9900,0.04,198,198,99,0
700,0.30,14,14,7,0
3266,-0.02,65,65,33,25
1350,0.09,27,27,14,0
9900,0.14,198,198,99,0
650,0.20,13,13,7,0
550,0.20,11,11,6,0
6184,0.06,124,124,62,25
1633,0.09,33,33,16,0
4400,0.07,88,88,44,25
567,0.10,11,11,6,0
983,0.19,20,20,10,25
700,0.10,14,14,7,25
567,0.10,11,11,6,50
466,0.10,9,9,5,0
650,0.20,13,13,7,0
9784,0.04,196,196,98,0
4950,0.07,99,99,50,0
9900,-0.06,198,198,99,50
7616,-0.05,152,152,76,50
3617,0.08,72,72,36,50
1500,0.09,30,30,15,25
9900,-0.06,198,198,99,0
633,0.30,13,13,6,0
867,0.19,17,17,9,25
6667,0.06,133,133,67,25
4166,0.28,83,83,42,0
1050,0.19,21,21,11,25
800,0.00,16,16,8,25
384,0.20,8,8,4,25
600,0.10,12,12,6,25
9900,0.04,198,198,99,0
2100,0.09,42,42,21,50
383,0.10,8,8,4,0
1083,0.19,22,22,11,0
9900,0.34,198,198,99,0
3017,0.18,60,60,30,0
9133,0.15,183,183,91,0
1067,0.29,21,21,11,0
6217,0.06,124,124,62,0
5700,0.17,114,114,57,0
516,0.00,10,10,5,0
7717,0.35,154,154,77,0
1017,0.19,20,20,10,25
816,0.20,16,16,8,25
817,0.10,16,16,8,0
3550,0.08,71,71,36,25
9900,0.04,198,198,99,0
2400,1.59,48,48,24,0
1317,0.29,26,26,13,0
1500,0.29,30,30,15,0
6650,1.46,133,133,67,0
1133,1.29,23,23,11,0
9900,0.24,198,198,99,0
2533,1.28,51,51,25,0
9900,0.34,198,198,99,0
9900,0.14,198,198,99,0
950,0.19,19,19,10,25
9900,0.34,198,198,99,0
3850,0.38,77,77,39,0
9900,0.34,198,198,99,0
634,0.20,13,13,6,0
9900,0.04,198,198,99,0
9366,0.04,187,187,94,0
1584,1.39,32,32,16,0
1833,-0.01,37,37,18,0
9900,0.34,198,198,99,0
817,0.00,16,16,8,0
1000,-0.01,20,20,10,50
9900,0.44,198,198,99,0
2083,1.29,42,42,21,0
467,0.20,9,9,5,25
633,0.10,13,13,6,25
617,0.10,12,12,6,25
9900,0.14,198,198,99,0
3800,1.38,76,76,38,0
9900,0.14,198,198,99,0
9900,0.34,198,198,99,0
3650,0.28,73,73,37,0
4433,0.37,89,89,44,0
2533,0.08,51,51,25,25
917,0.19,18,18,9,25
1550,-0.01,31,31,16,25
1200,-0.01,24,24,12,0
9900,0.14,198,198,99,0
9900,0.14,198,198,99,0
733,0.00,15,15,7,75
9117,0.25,182,182,91,0
1067,0.19,21,21,11,0
766,0.30,15,15,8,0
1317,0.29,26,26,13,0
4267,1.37,85,85,43,0
6950,0.26,139,139,70,0
9900,0.24,198,198,99,0
1150,0.19,23,23,12,25
5100,0.07,102,102,51,25
9900,0.14,198,198,99,0
500,0.10,10,10,5,50
4800,0.37,96,96,48,0
716,0.30,14,14,7,0
7800,0.05,156,156,78,25
9900,0.14,198,198,99,0
6834,0.06,137,137,68,0
2150,0.09,43,43,22,0
9650,0.04,193,193,97,25
3966,0.38,79,79,40,0
1350,0.09,27,27,14,50
3000,1.38,60,60,30,0
9900,0.14,198,198,99,0
617,0.20,12,12,6,0
3967,0.18,79,79,40,0
1083,1.39,22,22,11,0
667,0.10,13,13,7,50
3300,1.38,66,66,33,0
2116,1.39,42,42,21,0
5717,0.17,114,114,57,0
9900,0.34,198,198,99,0
517,0.30,10,10,5,0
383,0.20,8,8,4,25
3667,0.08,73,73,37,0
6983,0.26,140,140,70,0
8583,0.15,172,172,86,0
9900,0.14,198,198,99,0
9900,0.04,198,198,99,25
717,0.10,14,14,7,50
650,0.20,13,13,7,0
8233,-0.05,165,165,82,50
1600,0.19,32,32,16,0
9900,0.24,198,198,99,0
3367,1.48,67,67,34,0
867,0.09,17,17,9,25
1850,1.39,37,37,19,0
9900,0.34,198,198,99,0
9900,0.14,198,198,99,0
300,0.40,6,6,3,0
683,0.20,14,14,7,25
333,0.20,7,7,3,0
9900,0.14,198,198,99,25
1184,0.19,24,24,12,25
3400,0.08,68,68,34,0
433,0.10,9,9,4,25
1317,0.19,26,26,13,0
9900,0.34,198,198,99,0
1050,0.29,21,21,11,0
9900,0.14,198,198,99,0
1083,0.09,22,22,11,50
9900,-0.06,198,198,99,25
567,1.30,11,11,6,0
1016,0.09,20,20,10,25
9900,0.24,198,198,99,0
284,0.10,6,6,3,50
8533,1.25,171,171,85,0
5317,0.17,106,106,53,0
6933,0.26,139,139,69,0
350,0.20,7,7,4,0
9900,0.14,198,198,99,0
517,0.10,10,10,5,50
366,0.10,7,7,4,0
1367,0.19,27,27,14,25
1383,0.39,28,28,14,0
584,0.20,12,12,6,0
9900,0.34,198,198,99,0
333,0.00,7,7,3,25
5817,0.27,116,116,58,0
600,0.20,12,12,6,25
1250,0.29,25,25,13,0
2516,1.48,50,50,25,0
1350,0.09,27,27,14,50
1284,1.39,26,26,13,0
2633,1.28,53,53,26,0
9900,0.24,198,198,99,0
9900,0.34,198,198,99,0
633,0.20,13,13,6,0
1450,1.39,29,29,15,0
4234,1.37,85,85,42,0
9116,1.35,182,182,91,0
550,0.20,11,11,6,0
2600,0.38,52,52,26,0
8384,0.35,168,168,84,0
4166,0.28,83,83,42,0
517,0.20,10,10,5,0
4783,1.27,96,96,48,0
1584,1.39,32,32,16,0
3366,1.28,67,67,34,0
5517,1.37,110,110,55,0
417,1.30,8,8,4,0
9900,0.14,198,198,99,0
6833,0.36,137,137,68,0
667,0.20,13,13,7,25
9900,0.14,198,198,99,0
9900,0.24,198,198,99,0
9900,0.04,198,198,99,0
9900,0.24,198,198,99,0
1500,0.19,30,30,15,0
9900,-0.06,198,198,99,0
366,0.10,7,7,4,50
250,0.10,5,5,3,50
8400,0.05,168,168,84,0
817,0.20,16,16,8,0
4967,1.27,99,99,50,0
7683,0.15,154,154,77,25
2367,0.29,47,47,24,0
366,0.20,7,7,4,0
500,0.20,10,10,5,0
3267,1.28,65,65,33,0
300,0.10,6,6,3,0
467,0.10,9,9,5,50
9900,0.24,198,198,99,0
9900,0.04,198,198,99,0
4200,0.37,84,84,42,0
1066,0.09,21,21,11,0
9900,0.34,198,198,99,0
917,-0.01,18,18,9,0
400,0.20,8,8,4,25
600,0.20,12,12,6,0
1467,0.19,29,29,15,25
2366,1.39,47,47,24,0
1684,0.29,34,34,17,0
1866,-0.01,37,37,19,0
9900,0.34,198,198,99,0
400,0.10,8,8,4,50
2484,1.29,50,50,25,0
1500,1.39,30,30,15,0
9900,0.14,198,198,99,0
483,0.10,10,10,5,0
5017,1.47,100,100,50,0
3533,1.48,71,71,35,0
467,0.20,9,9,5,0
1150,0.19,23,23,12,0
2116,0.29,42,42,21,0
9900,0.14,198,198,99,0
8634,0.15,173,173,86,0
9900,0.04,198,198,99,0
8916,0.05,178,178,89,50
1267,0.29,25,25,13,0
433,0.20,9,9,4,0
1384,0.29,28,28,14,0
9900,0.24,198,198,99,0
9900,0.24,198,198,99,0
566,0.20,11,11,6,25
9900,0.04,198,198,99,25
9900,0.14,198,198,99,0
9900,0.04,198,198,99,0
850,0.09,17,17,9,50
9900,0.04,198,198,99,0
1950,1.49,39,39,20,0
9900,0.04,198,198,99,25
667,0.20,13,13,7,25
200,0.20,4,4,2,0
9900,0.14,198,198,99,0
900,0.19,18,18,9,25
2750,1.28,55,55,28,0
9900,0.24,198,198,99,0
9900,0.14,198,198,99,0
9900,0.14,198,198,99,0
9900,0.14,198,198,99,0
9900,0.24,198,198,99,0
9900,0.04,198,198,99,0
3817,1.48,76,76,38,0
9900,0.34,198,198,99,0
1016,0.29,20,20,10,0
3067,1.38,61,61,31,0
800,0.20,16,16,8,0
9900,0.24,198,198,99,0
2250,0.39,45,45,23,0
467,0.10,9,9,5,50
483,0.20,10,10,5,25
4117,0.48,82,82,41,0
8166,1.45,163,163,82,0
417,0.20,8,8,4,25
867,1.29,17,17,9,0
6316,1.36,126,126,63,0
6100,1.36,122,122,61,0
9900,0.04,198,198,99,0
8850,0.35,177,177,89,0
3800,0.38,76,76,38,0
1567,1.29,31,31,16,0
483,0.20,10,10,5,25
3000,1.28,60,60,30,0
9900,0.24,198,198,99,0
9900,0.34,198,198,99,0
9900,0.24,198,198,99,0
9900,0.24,198,198,99,0
4250,1.27,85,85,43,0
1234,0.19,25,25,12,0
2350,1.49,47,47,24,0
9900,0.04,198,198,99,0
1933,1.29,39,39,19,0
8017,1.35,160,160,80,0
9900,0.24,198,198,99,0
500,0.20,10,10,5,25
3783,1.38,76,76,38,0
9900,0.14,198,198,99,0
233,0.00,5,5,2,25
517,0.20,10,10,5,0
383,0.20,8,8,4,0
1467,0.09,29,29,15,0
1050,0.19,21,21,11,0
9900,0.44,198,198,99,0
750,0.10,15,15,8,25
717,0.20,14,14,7,25
9900,0.44,198,198,99,0
1250,-0.01,25,25,13,25
2116,1.59,42,42,21,0
1417,0.09,28,28,14,0
9900,0.24,198,198,99,0
317,0.20,6,6,3,0
5583,1.47,112,112,56,0
617,0.20,12,12,6,0
9900,0.44,198,198,99,0
1683,0.19,34,34,17,0
1450,0.39,29,29,15,0
9900,0.44,198,198,99,0
3600,0.08,72,72,36,0
8433,1.25,169,169,84,0
4634,1.27,93,93,46,0
1583,1.29,32,32,16,0
817,0.20,16,16,8,25
9900,0.24,198,198,99,0
1383,1.39,28,28,14,0
233,0.00,5,5,2,25
784,0.10,16,16,8,50
1066,0.19,21,21,11,0
9900,0.04,198,198,99,0
600,0.10,12,12,6,0
2934,0.18,59,59,29,25
4133,1.38,83,83,41,0
9900,0.34,198,198,99,0
883,0.19,18,18,9,25
967,0.19,19,19,10,25
1133,0.29,23,23,11,25
9900,0.44,198,198,99,0
9900,0.14,198,198,99,0
9900,0.34,198,198,99,0
9900,0.44,198,198,99,0
450,0.20,9,9,5,0
9900,0.44,198,198,99,0
8634,0.15,173,173,86,25
1050,0.19,21,21,11,0
533,0.20,11,11,5,0
9900,0.24,198,198,99,0
9900,0.14,198,198,99,0
283,0.10,6,6,3,0
9900,0.34,198,198,99,0
734,0.30,15,15,7,0
816,0.10,16,16,8,0
1667,1.39,33,33,17,0
1783,0.39,36,36,18,0
1317,0.39,26,26,13,0
9900,0.34,198,198,99,0
467,0.00,9,9,5,50
9900,0.14,198,198,99,0
4116,0.18,82,82,41,0
784,1.30,16,16,8,0
3100,1.28,62,62,31,0
7233,0.36,145,145,72,0
8533,1.35,171,171,85,0
2434,-0.01,49,49,24,50
450,0.20,9,9,5,25
5733,0.07,115,115,57,25
9900,0.14,198,198,99,0
9900,0.24,198,198,99,0
5150,1.27,103,103,52,0
9900,0.44,198,198,99,0
9900,0.24,198,198,99,0
9900,0.44,198,198,99,0
7450,1.26,149,149,75,0
9900,0.14,198,198,99,0
5667,1.27,113,113,57,0
9900,0.04,198,198,99,0
833,0.09,17,17,8,25
1900,-0.01,38,38,19,0
9850,1.44,197,197,99,0
9900,0.04,198,198,99,0
7033,1.46,141,141,70,0
417,0.10,8,8,4,0
9900,0.24,198,198,99,0
283,0.10,6,6,3,0
7350,1.56,147,147,74,0
767,0.20,15,15,8,25
317,0.10,6,6,3,50
9900,0.14,198,198,99,0
2016,1.29,40,40,20,0
1484,0.19,30,30,15,0
9900,0.24,198,198,99,0
1283,0.29,26,26,13,0
5183,1.47,104,104,52,0
3117,1.38,62,62,31,0
3767,1.28,75,75,38,0
3950,0.18,79,79,40,0
7250,0.06,145,145,73,0
250,0.10,5,5,3,50
250,0.10,5,5,3,25
566,0.20,11,11,6,25
9900,0.14,198,198,99,0
900,0.29,18,18,9,0
3134,0.28,63,63,31,0
250,0.10,5,5,3,25
2616,0.28,52,52,26,0
834,0.19,17,17,8,0
1000,0.29,20,20,10,0
2400,0.09,48,48,24,0
4300,0.07,86,86,43,0
2516,0.08,50,50,25,0
550,0.10,11,11,6,50
284,0.00,6,6,3,50
533,0.30,11,11,5,0
767,0.20,15,15,8,0
2166,0.19,43,43,22,0
1550,-0.01,31,31,16,25
434,0.10,9,9,4,0
2566,0.08,51,51,26,0
1484,0.09,30,30,15,25
3116,0.28,62,62,31,0
684,0.20,14,14,7,0
1050,0.19,21,21,11,25
2666,1.28,53,53,27,0
1167,0.09,23,23,12,50
1283,0.09,26,26,13,0
567,0.10,11,11,6,0
600,0.10,12,12,6,0
867,0.19,17,17,9,0
5200,1.27,104,104,52,0
583,0.20,12,12,6,0
9900,0.44,198,198,99,0
400,0.20,8,8,4,0
1317,1.39,26,26,13,0
1016,0.19,20,20,10,0
650,0.30,13,13,7,0
4250,1.47,85,85,43,0
2284,1.29,46,46,23,0
9900,0.14,198,198,99,0
2000,0.39,40,40,20,0
650,0.20,13,13,7,0
9900,0.14,198,198,99,0
533,0.20,11,11,5,25
467,0.20,9,9,5,0
416,0.20,8,8,4,0
2317,1.39,46,46,23,0
717,0.20,14,14,7,0
9900,0.34,198,198,99,0
1800,0.19,36,36,18,0
600,0.20,12,12,6,25
1833,0.19,37,37,18,0
1050,0.09,21,21,11,25
433,0.10,9,9,4,0
3617,0.18,72,72,36,0
2183,0.39,44,44,22,0
634,0.20,13,13,6,25
1000,0.09,20,20,10,50
750,0.00,15,15,8,25
9900,0.04,198,198,99,0
700,0.30,14,14,7,0
1350,0.19,27,27,14,0
8966,0.15,179,179,90,0
1167,0.29,23,23,12,0
617,0.40,12,12,6,0
433,0.10,9,9,4,25
1967,1.29,39,39,20,0
633,0.20,13,13,6,0
5083,0.47,102,102,51,0
3434,0.18,69,69,34,25
9000,1.35,180,180,90,0
1633,0.39,33,33,16,0
1167,0.39,23,23,12,0
9900,0.34,198,198,99,0
966,0.29,19,19,10,0
567,0.20,11,11,6,0
1617,1.29,32,32,16,0
533,0.20,11,11,5,25
267,0.10,5,5,3,0
566,0.10,11,11,6,25
534,0.30,11,11,5,0
766,1.40,15,15,8,0
3284,1.28,66,66,33,0
9900,0.04,198,198,99,0
9900,0.34,198,198,99,0
1916,0.29,38,38,19,0
9900,0.04,198,198,99,0
9900,0.24,198,198,99,0
9900,0.34,198,198,99,0
817,1.30,16,16,8,0
9900,0.14,198,198,99,0
217,0.10,4,4,2,50
300,1.30,6,6,3,0
666,0.20,13,13,7,25
500,0.10,10,10,5,25
967,0.09,19,19,10,50
1200,0.19,24,24,12,0
3317,1.28,66,66,33,0
1100,0.29,22,22,11,0
616,0.20,12,12,6,0
6717,0.16,134,134,67,0
850,-0.01,17,17,9,25
9900,0.44,198,198,99,0
9900,0.14,198,198,99,0
5933,-0.04,119,119,59,25
617,0.10,12,12,6,0
1333,0.19,27,27,13,25
367,0.00,7,7,4,50
9900,0.24,198,198,99,0
233,0.10,5,5,2,0
834,0.30,17,17,8,0
6133,0.16,123,123,61,0
300,0.10,6,6,3,0
5783,1.47,116,116,58,0
1417,0.09,28,28,14,50
9900,0.14,198,198,99,0
5633,0.27,113,113,56,0
5450,1.27,109,109,55,0
567,0.20,11,11,6,0
7317,0.26,146,146,73,0
1583,0.19,32,32,16,0
317,0.20,6,6,3,25
283,0.20,6,6,3,25
967,0.09,19,19,10,25
9900,0.24,198,198,99,0
6816,0.06,136,136,68,25
567,0.20,11,11,6,0
5617,0.07,112,112,56,0
2083,0.09,42,42,21,50
9900,0.24,198,198,99,0
1533,0.09,31,31,15,0
5917,0.16,118,118,59,0
9900,0.04,198,198,99,0
800,0.00,16,16,8,75
9900,0.14,198,198,99,0
1100,1.29,22,22,11,0
7717,0.05,154,154,77,0
333,0.20,7,7,3,0
383,0.20,8,8,4,0
1417,0.19,28,28,14,25
1300,0.09,26,26,13,25
2200,1.29,44,44,22,0
900,0.19,18,18,9,25
7517,0.35,150,150,75,0
850,0.29,17,17,9,0
883,0.09,18,18,9,25
4033,0.18,81,81,40,25
1367,0.19,27,27,14,0
9900,0.04,198,198,99,0
9900,0.04,198,198,99,0
867,0.19,17,17,9,0
3766,0.28,75,75,38,0
9900,0.04,198,198,99,0
350,0.20,7,7,4,25
9900,0.14,198,198,99,0
567,0.20,11,11,6,25
1900,0.19,38,38,19,0
3850,-0.02,77,77,39,25
417,0.10,8,8,4,50
533,1.30,11,11,5,0
367,0.10,7,7,4,0
3566,0.08,71,71,36,50
2434,1.29,49,49,24,0
9900,0.14,198,198,99,25
1633,0.19,33,33,16,0
783,1.50,16,16,8,0
9900,0.14,198,198,99,25
484,0.20,10,10,5,25
3350,1.58,67,67,34,0
2966,0.28,59,59,30,0
9900,0.24,198,198,99,0
367,0.20,7,7,4,25
2067,1.49,41,41,21,0
366,0.10,7,7,4,0
267,0.20,5,5,3,0
417,0.30,8,8,4,0
1866,0.29,37,37,19,0
1217,0.19,24,24,12,25
1333,0.29,27,27,13,0
1100,0.19,22,22,11,0
817,0.30,16,16,8,25
3150,0.18,63,63,32,0
9900,0.24,198,198,99,0
5117,0.07,102,102,51,0
9900,0.14,198,198,99,0
4216,0.07,84,84,42,0
7334,0.16,147,147,73,0
533,0.10,11,11,5,25
317,0.20,6,6,3,0
616,0.20,12,12,6,0
1550,0.39,31,31,16,0
4950,1.57,99,99,50,0
9617,0.04,192,192,96,0
9900,0.04,198,198,99,0
9900,0.34,198,198,99,0
9900,0.14,198,198,99,0
283,0.20,6,6,3,25
1684,0.09,34,34,17,50
300,0.20,6,6,3,0
1066,0.29,21,21,11,0
334,0.20,7,7,3,0
816,0.40,16,16,8,0
534,0.30,11,11,5,0
816,1.30,16,16,8,0
9900,0.14,198,198,99,0
9900,0.04,198,198,99,0
9900,0.14,198,198,99,0
3717,0.18,74,74,37,0
333,0.20,7,7,3,0
267,0.20,5,5,3,25
9900,0.14,198,198,99,0
550,0.20,11,11,6,25
3567,0.18,71,71,36,25
9900,0.04,198,198,99,0
3133,0.38,63,63,31,0
467,0.10,9,9,5,25
9900,0.04,198,198,99,0
9900,0.24,198,198,99,0
283,0.20,6,6,3,25
600,0.20,12,12,6,25
9900,0.14,198,198,99,0
9900,0.24,198,198,99,0
1000,0.29,20,20,10,0
9900,0.24,198,198,99,0
9900,0.24,198,198,99,0
9900,0.14,198,198,99,25
300,0.10,6,6,3,25
9900,0.24,198,198,99,0
5450,0.17,109,109,55,0
350,0.20,7,7,4,25
683,0.20,14,14,7,25
417,0.20,8,8,4,0
1067,0.09,21,21,11,0
